order_id,product_id,category,supplier,warehouse,quantity,unit_price,discount,order_date,promised_delivery_days,actual_delivery_days,status,contact_email,is_quantity_outlier,revenue,delivery_variance,is_late,on_time_flag,order_year,order_month,order_quarter,order_month_name,order_yearmonth
ORD-01025,P006,Home & Garden,GlobalTrade Co.,Chicago IL,71,150.0,0.0,2023-01-23,5,7,Delivered,,0,10650.0,2,1,0,2023,1,1,Jan,2023-01
ORD-01026,P003,Apparel,Apex Supplies,Los Angeles CA,49,35.0,0.15,2023-08-04,7,12,Delivered,buyer1026@client.com,0,1457.75,5,1,0,2023,8,3,Aug,2023-08
ORD-01027,P006,Home & Garden,NextGen Parts,Atlanta GA,85,150.0,0.0,2024-03-20,14,13,Delivered,buyer1027@client.com,0,12750.0,-1,0,1,2024,3,1,Mar,2024-03
ORD-01028,P003,Apparel,NextGen Parts,New York NY,25,35.0,0.0,2024-12-12,8,11,In Transit,buyer1028@client.com,0,875.0,3,1,0,2024,12,4,Dec,2024-12
ORD-01029,P004,Apparel,NextGen Parts,Chicago IL,6,55.0,0.1,2024-07-02,7,17,Delivered,buyer1029@client.com,0,297.0,10,1,0,2024,7,3,Jul,2024-07
ORD-01030,P001,Electronics,GlobalTrade Co.,Atlanta GA,81,120.0,0.0,2024-08-21,10,11,Delayed,buyer1030@client.com,0,9720.0,1,1,0,2024,8,3,Aug,2024-08
ORD-01031,P008,Food & Bev,Apex Supplies,Chicago IL,85,20.0,0.1,2024-06-04,9,19,Delayed,buyer1031@client.com,0,1530.0,10,1,0,2024,6,2,Jun,2024-06
ORD-01032,P006,Home & Garden,PrimeSources,Chicago IL,64,150.0,0.1,2023-11-26,14,17,In Transit,buyer1032@client.com,0,8640.0,3,1,0,2023,11,4,Nov,2023-11
ORD-01033,P008,Food & Bev,NextGen Parts,New York NY,61,20.0,0.0,2024-10-15,12,20,Delivered,buyer1033@client.com,0,1220.0,8,1,0,2024,10,4,Oct,2024-10
ORD-01034,P004,Apparel,PrimeSources,Chicago IL,58,55.0,0.0,2023-11-10,9,13,In Transit,buyer1034@client.com,0,3190.0,4,1,0,2023,11,4,Nov,2023-11
ORD-01035,P006,Home & Garden,Apex Supplies,Chicago IL,33,150.0,0.1,2023-03-28,7,12,In Transit,buyer1035@client.com,0,4455.0,5,1,0,2023,3,1,Mar,2023-03
ORD-01036,P010,Industrial,NextGen Parts,Atlanta GA,6,500.0,0.05,2023-12-11,9,14,Pending,buyer1036@client.com,0,2850.0,5,1,0,2023,12,4,Dec,2023-12
ORD-01037,P006,Home & Garden,SwiftVendors,New York NY,64,150.0,0.0,2023-01-26,5,10,Delivered,buyer1037@client.com,0,9600.0,5,1,0,2023,1,1,Jan,2023-01
ORD-01038,P002,Electronics,SwiftVendors,Atlanta GA,46,250.0,0.0,2024-06-09,11,19,Delivered,buyer1038@client.com,0,11500.0,8,1,0,2024,6,2,Jun,2024-06
ORD-01039,P004,Apparel,Apex Supplies,Los Angeles CA,13,55.0,0.0,2023-02-09,11,12,Delivered,buyer1039@client.com,0,715.0,1,1,0,2023,2,1,Feb,2023-02
ORD-01040,P006,Home & Garden,SwiftVendors,Chicago IL,33,150.0,0.0,2024-12-23,12,12,Cancelled,buyer1040@client.com,0,4950.0,0,0,1,2024,12,4,Dec,2024-12
ORD-01041,P009,Industrial,SwiftVendors,Los Angeles CA,34,300.0,0.0,2023-12-21,9,13,Cancelled,buyer1041@client.com,0,10200.0,4,1,0,2023,12,4,Dec,2023-12
ORD-01042,P001,Electronics,NextGen Parts,Chicago IL,61,120.0,0.15,2024-02-12,6,7,Delayed,buyer1042@client.com,0,6222.0,1,1,0,2024,2,1,Feb,2024-02
ORD-01043,P008,Food & Bev,NextGen Parts,Atlanta GA,30,20.0,0.1,2024-04-24,14,19,Delivered,buyer1043@client.com,0,540.0,5,1,0,2024,4,2,Apr,2024-04
ORD-01044,P006,Home & Garden,PrimeSources,Chicago IL,25,150.0,0.05,2024-03-25,10,16,Delivered,buyer1044@client.com,0,3562.5,6,1,0,2024,3,1,Mar,2024-03
ORD-01045,P010,Industrial,Apex Supplies,New York NY,17,500.0,0.0,2024-11-05,8,11,Delivered,buyer1045@client.com,0,8500.0,3,1,0,2024,11,4,Nov,2024-11
ORD-01046,P007,Food & Bev,NextGen Parts,Los Angeles CA,98,12.0,0.15,2023-11-30,12,10,In Transit,buyer1046@client.com,0,999.6,-2,0,1,2023,11,4,Nov,2023-11
ORD-01047,P003,Apparel,NextGen Parts,Atlanta GA,20,35.0,0.0,2024-09-14,12,16,Pending,buyer1047@client.com,0,700.0,4,1,0,2024,9,3,Sep,2024-09
ORD-01048,P007,Food & Bev,PrimeSources,Chicago IL,9,12.0,0.1,2024-05-01,4,7,In Transit,buyer1048@client.com,0,97.2,3,1,0,2024,5,2,May,2024-05
ORD-01049,P005,Home & Garden,Apex Supplies,Atlanta GA,12,80.0,0.0,2023-07-01,3,12,In Transit,buyer1049@client.com,0,960.0,9,1,0,2023,7,3,Jul,2023-07
ORD-01050,P003,Apparel,PrimeSources,Los Angeles CA,26,35.0,0.0,2023-07-30,6,8,Delayed,buyer1050@client.com,0,910.0,2,1,0,2023,7,3,Jul,2023-07
ORD-01051,P008,Food & Bev,NextGen Parts,Dallas TX,8,20.0,0.0,2023-06-25,8,12,Pending,buyer1051@client.com,0,160.0,4,1,0,2023,6,2,Jun,2023-06
ORD-01052,P002,Electronics,PrimeSources,New York NY,17,250.0,0.1,2023-03-12,9,10,Delivered,buyer1052@client.com,0,3825.0,1,1,0,2023,3,1,Mar,2023-03
ORD-01053,P005,Home & Garden,PrimeSources,Chicago IL,56,80.0,0.15,2024-09-10,12,14,In Transit,buyer1053@client.com,0,3808.0,2,1,0,2024,9,3,Sep,2024-09
ORD-01054,P008,Food & Bev,Apex Supplies,Chicago IL,36,20.0,0.0,2024-04-01,4,8,In Transit,buyer1054@client.com,0,720.0,4,1,0,2024,4,2,Apr,2024-04
ORD-01055,P009,Industrial,PrimeSources,New York NY,43,300.0,0.1,2024-04-18,12,10,Delayed,buyer1055@client.com,0,11610.0,-2,0,1,2024,4,2,Apr,2024-04
ORD-01056,P008,Food & Bev,SwiftVendors,New York NY,45,20.0,0.15,2024-09-19,5,9,Delivered,buyer1056@client.com,0,765.0,4,1,0,2024,9,3,Sep,2024-09
ORD-01057,P010,Industrial,PrimeSources,New York NY,94,500.0,0.05,2024-11-05,5,14,In Transit,buyer1057@client.com,0,44650.0,9,1,0,2024,11,4,Nov,2024-11
ORD-01058,P001,Electronics,SwiftVendors,Atlanta GA,31,120.0,0.0,2023-10-26,13,12,Delayed,buyer1058@client.com,0,3720.0,-1,0,1,2023,10,4,Oct,2023-10
ORD-01059,P004,Apparel,NextGen Parts,Dallas TX,64,55.0,0.05,2024-01-13,4,14,Delivered,buyer1059@client.com,0,3344.0,10,1,0,2024,1,1,Jan,2024-01
ORD-01060,P006,Home & Garden,GlobalTrade Co.,Los Angeles CA,53,150.0,0.05,2023-08-01,11,9,Pending,,0,7552.5,-2,0,1,2023,8,3,Aug,2023-08
ORD-01061,P008,Food & Bev,PrimeSources,Chicago IL,49,20.0,0.0,2024-02-11,3,1,Delivered,buyer1061@client.com,0,980.0,-2,0,1,2024,2,1,Feb,2024-02
ORD-01062,P003,Apparel,PrimeSources,New York NY,42,35.0,0.15,2024-04-17,4,3,In Transit,buyer1062@client.com,0,1249.5,-1,0,1,2024,4,2,Apr,2024-04
ORD-01063,P008,Food & Bev,SwiftVendors,Chicago IL,18,20.0,0.05,2023-06-24,3,10,Delivered,buyer1063@client.com,0,342.0,7,1,0,2023,6,2,Jun,2023-06
ORD-01064,P002,Electronics,PrimeSources,Chicago IL,69,250.0,0.15,2023-03-21,13,23,Delivered,buyer1064@client.com,0,14662.5,10,1,0,2023,3,1,Mar,2023-03
ORD-01065,P003,Apparel,GlobalTrade Co.,Chicago IL,57,35.0,0.0,2023-02-05,13,19,Delivered,buyer1065@client.com,0,1995.0,6,1,0,2023,2,1,Feb,2023-02
ORD-01066,P001,Electronics,Apex Supplies,New York NY,82,120.0,0.1,2024-12-07,7,12,Delivered,buyer1066@client.com,0,8856.0,5,1,0,2024,12,4,Dec,2024-12
ORD-01067,P001,Electronics,GlobalTrade Co.,Chicago IL,99,120.0,0.05,2024-01-19,6,7,Delivered,,0,11286.0,1,1,0,2024,1,1,Jan,2024-01
ORD-01068,P001,Electronics,GlobalTrade Co.,Dallas TX,2,120.0,0.0,2023-08-14,4,14,Cancelled,buyer1068@client.com,0,240.0,10,1,0,2023,8,3,Aug,2023-08
ORD-01069,P003,Apparel,Apex Supplies,New York NY,93,35.0,0.0,2024-06-08,4,7,Delivered,buyer1069@client.com,0,3255.0,3,1,0,2024,6,2,Jun,2024-06
ORD-01070,P004,Apparel,NextGen Parts,New York NY,80,55.0,0.0,2024-03-14,4,5,Delivered,buyer1070@client.com,0,4400.0,1,1,0,2024,3,1,Mar,2024-03
ORD-01071,P006,Home & Garden,PrimeSources,Los Angeles CA,23,150.0,0.0,2023-01-13,9,10,Pending,buyer1071@client.com,0,3450.0,1,1,0,2023,1,1,Jan,2023-01
ORD-01072,P005,Home & Garden,SwiftVendors,Dallas TX,84,80.0,0.1,2023-03-10,6,10,Delivered,buyer1072@client.com,0,6048.0,4,1,0,2023,3,1,Mar,2023-03
ORD-01073,P008,Food & Bev,NextGen Parts,Atlanta GA,14,20.0,0.15,2023-06-25,7,6,In Transit,buyer1073@client.com,0,238.0,-1,0,1,2023,6,2,Jun,2023-06
ORD-01074,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,87,12.0,0.15,2023-06-29,13,23,Delayed,buyer1074@client.com,0,887.4,10,1,0,2023,6,2,Jun,2023-06
ORD-01075,P008,Food & Bev,Apex Supplies,Atlanta GA,9,20.0,0.0,2024-08-22,10,14,In Transit,buyer1075@client.com,0,180.0,4,1,0,2024,8,3,Aug,2024-08
ORD-01076,P004,Apparel,Apex Supplies,Chicago IL,65,55.0,0.1,2023-01-22,12,22,Delivered,buyer1076@client.com,0,3217.5,10,1,0,2023,1,1,Jan,2023-01
ORD-01077,P007,Food & Bev,NextGen Parts,Dallas TX,97,12.0,0.0,2023-03-03,5,8,Pending,buyer1077@client.com,0,1164.0,3,1,0,2023,3,1,Mar,2023-03
ORD-01078,P003,Apparel,Apex Supplies,Chicago IL,49,35.0,0.0,2024-09-04,10,19,Delivered,buyer1078@client.com,0,1715.0,9,1,0,2024,9,3,Sep,2024-09
ORD-01079,P006,Home & Garden,NextGen Parts,New York NY,83,150.0,0.0,2024-10-25,7,17,Delivered,buyer1079@client.com,0,12450.0,10,1,0,2024,10,4,Oct,2024-10
ORD-01080,P006,Home & Garden,GlobalTrade Co.,Atlanta GA,44,150.0,0.0,2023-02-25,13,14,Cancelled,buyer1080@client.com,0,6600.0,1,1,0,2023,2,1,Feb,2023-02
ORD-01081,P004,Apparel,NextGen Parts,Los Angeles CA,78,55.0,0.05,2023-07-07,10,18,Delivered,buyer1081@client.com,0,4075.5,8,1,0,2023,7,3,Jul,2023-07
ORD-01082,P008,Food & Bev,Apex Supplies,Chicago IL,9,20.0,0.0,2023-07-29,5,4,Delivered,buyer1082@client.com,0,180.0,-1,0,1,2023,7,3,Jul,2023-07
ORD-01083,P004,Apparel,Apex Supplies,New York NY,31,55.0,0.1,2024-04-23,7,7,Delayed,buyer1083@client.com,0,1534.5,0,0,1,2024,4,2,Apr,2024-04
ORD-01084,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,23,12.0,0.1,2023-10-20,12,17,Delayed,buyer1084@client.com,0,248.4,5,1,0,2023,10,4,Oct,2023-10
ORD-01085,P008,Food & Bev,PrimeSources,New York NY,11,20.0,0.0,2023-06-21,10,15,Pending,buyer1085@client.com,0,220.0,5,1,0,2023,6,2,Jun,2023-06
ORD-01086,P007,Food & Bev,PrimeSources,Dallas TX,98,12.0,0.0,2024-01-26,9,8,Cancelled,buyer1086@client.com,0,1176.0,-1,0,1,2024,1,1,Jan,2024-01
ORD-01087,P005,Home & Garden,GlobalTrade Co.,Atlanta GA,77,80.0,0.1,2023-06-29,7,11,Pending,buyer1087@client.com,0,5544.0,4,1,0,2023,6,2,Jun,2023-06
ORD-01088,P005,Home & Garden,NextGen Parts,New York NY,49,80.0,0.1,2023-03-15,8,8,Delayed,buyer1088@client.com,0,3528.0,0,0,1,2023,3,1,Mar,2023-03
ORD-01089,P003,Apparel,Apex Supplies,Atlanta GA,25,35.0,0.0,2024-01-19,10,14,Pending,buyer1089@client.com,0,875.0,4,1,0,2024,1,1,Jan,2024-01
ORD-01090,P006,Home & Garden,SwiftVendors,Atlanta GA,50,150.0,0.05,2023-03-14,9,7,Delivered,buyer1090@client.com,0,7125.0,-2,0,1,2023,3,1,Mar,2023-03
ORD-01091,P010,Industrial,PrimeSources,Los Angeles CA,21,500.0,0.0,2023-12-23,11,20,Pending,buyer1091@client.com,0,10500.0,9,1,0,2023,12,4,Dec,2023-12
ORD-01092,P006,Home & Garden,PrimeSources,New York NY,90,150.0,0.0,2023-09-10,6,11,Delivered,buyer1092@client.com,0,13500.0,5,1,0,2023,9,3,Sep,2023-09
ORD-01093,P006,Home & Garden,Apex Supplies,Chicago IL,81,150.0,0.15,2023-09-25,12,17,Delayed,buyer1093@client.com,0,10327.5,5,1,0,2023,9,3,Sep,2023-09
ORD-01094,P004,Apparel,GlobalTrade Co.,Dallas TX,78,55.0,0.1,2023-04-30,4,12,Delayed,buyer1094@client.com,0,3861.0,8,1,0,2023,4,2,Apr,2023-04
ORD-01095,P007,Food & Bev,Apex Supplies,Atlanta GA,91,12.0,0.1,2023-07-13,9,9,Cancelled,buyer1095@client.com,0,982.8,0,0,1,2023,7,3,Jul,2023-07
ORD-01096,P005,Home & Garden,PrimeSources,Atlanta GA,65,80.0,0.1,2023-11-12,14,18,Cancelled,buyer1096@client.com,0,4680.0,4,1,0,2023,11,4,Nov,2023-11
ORD-01097,P002,Electronics,NextGen Parts,Los Angeles CA,14,250.0,0.15,2023-05-27,7,16,Delivered,buyer1097@client.com,0,2975.0,9,1,0,2023,5,2,May,2023-05
ORD-01098,P007,Food & Bev,Apex Supplies,Chicago IL,90,12.0,0.0,2024-05-18,3,2,Delivered,buyer1098@client.com,0,1080.0,-1,0,1,2024,5,2,May,2024-05
ORD-01099,P007,Food & Bev,SwiftVendors,New York NY,68,12.0,0.05,2023-06-24,5,8,Delivered,buyer1099@client.com,0,775.2,3,1,0,2023,6,2,Jun,2023-06
ORD-01100,P004,Apparel,NextGen Parts,Dallas TX,63,55.0,0.0,2024-04-06,12,13,Delivered,buyer1100@client.com,0,3465.0,1,1,0,2024,4,2,Apr,2024-04
ORD-01101,P003,Apparel,SwiftVendors,New York NY,98,35.0,0.0,2024-03-27,13,20,Delivered,buyer1101@client.com,0,3430.0,7,1,0,2024,3,1,Mar,2024-03
ORD-01102,P003,Apparel,Apex Supplies,New York NY,11,35.0,0.0,2023-05-08,7,6,Delivered,,0,385.0,-1,0,1,2023,5,2,May,2023-05
ORD-01103,P004,Apparel,Apex Supplies,Dallas TX,62,55.0,0.05,2023-03-04,7,17,Delivered,buyer1103@client.com,0,3239.5,10,1,0,2023,3,1,Mar,2023-03
ORD-01104,P001,Electronics,NextGen Parts,Dallas TX,13,120.0,0.0,2024-01-20,12,18,Cancelled,buyer1104@client.com,0,1560.0,6,1,0,2024,1,1,Jan,2024-01
ORD-01105,P008,Food & Bev,NextGen Parts,New York NY,61,20.0,0.0,2023-12-11,8,16,Delivered,buyer1105@client.com,0,1220.0,8,1,0,2023,12,4,Dec,2023-12
ORD-01106,P004,Apparel,PrimeSources,New York NY,47,55.0,0.15,2024-09-17,3,6,Cancelled,buyer1106@client.com,0,2197.25,3,1,0,2024,9,3,Sep,2024-09
ORD-01107,P002,Electronics,PrimeSources,Chicago IL,1,250.0,0.05,2023-01-27,12,11,Cancelled,buyer1107@client.com,0,237.5,-1,0,1,2023,1,1,Jan,2023-01
ORD-01108,P004,Apparel,NextGen Parts,New York NY,48,55.0,0.05,2024-06-11,9,17,Delivered,,0,2508.0,8,1,0,2024,6,2,Jun,2024-06
ORD-01109,P006,Home & Garden,SwiftVendors,Dallas TX,3,150.0,0.15,2023-11-30,13,18,Delivered,buyer1109@client.com,0,382.5,5,1,0,2023,11,4,Nov,2023-11
ORD-01110,P007,Food & Bev,Apex Supplies,Los Angeles CA,95,12.0,0.1,2024-03-14,10,18,Cancelled,buyer1110@client.com,0,1026.0,8,1,0,2024,3,1,Mar,2024-03
ORD-01111,P002,Electronics,SwiftVendors,Atlanta GA,94,250.0,0.05,2023-07-19,14,14,Cancelled,buyer1111@client.com,0,22325.0,0,0,1,2023,7,3,Jul,2023-07
ORD-01112,P010,Industrial,Apex Supplies,Chicago IL,92,500.0,0.1,2024-05-24,4,6,Cancelled,buyer1112@client.com,0,41400.0,2,1,0,2024,5,2,May,2024-05
ORD-01113,P009,Industrial,PrimeSources,Dallas TX,60,300.0,0.0,2024-05-08,13,19,Delivered,buyer1113@client.com,0,18000.0,6,1,0,2024,5,2,May,2024-05
ORD-01114,P003,Apparel,Apex Supplies,Dallas TX,97,35.0,0.15,2024-03-21,14,12,Delivered,buyer1114@client.com,0,2885.75,-2,0,1,2024,3,1,Mar,2024-03
ORD-01115,P006,Home & Garden,GlobalTrade Co.,Los Angeles CA,50,150.0,0.0,2024-11-12,10,18,Delivered,buyer1115@client.com,0,7500.0,8,1,0,2024,11,4,Nov,2024-11
ORD-01116,P009,Industrial,PrimeSources,Dallas TX,82,300.0,0.15,2024-12-09,8,9,In Transit,buyer1116@client.com,0,20910.0,1,1,0,2024,12,4,Dec,2024-12
ORD-01117,P010,Industrial,SwiftVendors,New York NY,9,500.0,0.15,2024-01-26,13,21,Cancelled,buyer1117@client.com,0,3825.0,8,1,0,2024,1,1,Jan,2024-01
ORD-01118,P007,Food & Bev,SwiftVendors,Dallas TX,30,12.0,0.0,2023-10-25,4,3,Delivered,buyer1118@client.com,0,360.0,-1,0,1,2023,10,4,Oct,2023-10
ORD-01119,P010,Industrial,Apex Supplies,Atlanta GA,25,500.0,0.15,2024-01-12,5,8,Pending,buyer1119@client.com,0,10625.0,3,1,0,2024,1,1,Jan,2024-01
ORD-01120,P001,Electronics,NextGen Parts,Atlanta GA,40,120.0,0.0,2023-07-14,9,13,Delivered,buyer1120@client.com,0,4800.0,4,1,0,2023,7,3,Jul,2023-07
ORD-01121,P003,Apparel,NextGen Parts,Atlanta GA,67,35.0,0.15,2023-08-16,4,8,Delivered,buyer1121@client.com,0,1993.25,4,1,0,2023,8,3,Aug,2023-08
ORD-01122,P008,Food & Bev,SwiftVendors,Chicago IL,41,20.0,0.0,2024-05-26,13,18,Delivered,buyer1122@client.com,0,820.0,5,1,0,2024,5,2,May,2024-05
ORD-01123,P003,Apparel,Apex Supplies,Atlanta GA,96,35.0,0.15,2023-11-24,7,13,Delayed,buyer1123@client.com,0,2856.0,6,1,0,2023,11,4,Nov,2023-11
ORD-01124,P010,Industrial,GlobalTrade Co.,New York NY,62,500.0,0.15,2023-10-26,14,18,Delivered,buyer1124@client.com,0,26350.0,4,1,0,2023,10,4,Oct,2023-10
ORD-01125,P006,Home & Garden,GlobalTrade Co.,Chicago IL,20,150.0,0.15,2024-12-18,14,12,Cancelled,buyer1125@client.com,0,2550.0,-2,0,1,2024,12,4,Dec,2024-12
ORD-01126,P008,Food & Bev,SwiftVendors,Chicago IL,94,20.0,0.05,2023-01-23,11,15,Delivered,buyer1126@client.com,0,1786.0,4,1,0,2023,1,1,Jan,2023-01
ORD-01127,P008,Food & Bev,PrimeSources,Dallas TX,45,20.0,0.05,2024-06-24,14,16,Delivered,buyer1127@client.com,0,855.0,2,1,0,2024,6,2,Jun,2024-06
ORD-01128,P004,Apparel,PrimeSources,Dallas TX,90,55.0,0.1,2023-05-15,8,18,Cancelled,buyer1128@client.com,0,4455.0,10,1,0,2023,5,2,May,2023-05
ORD-01129,P001,Electronics,PrimeSources,Chicago IL,91,120.0,0.0,2024-08-14,5,10,Delayed,buyer1129@client.com,0,10920.0,5,1,0,2024,8,3,Aug,2024-08
ORD-01130,P003,Apparel,GlobalTrade Co.,Dallas TX,27,35.0,0.0,2024-01-06,14,21,Delivered,buyer1130@client.com,0,945.0,7,1,0,2024,1,1,Jan,2024-01
ORD-01131,P003,Apparel,GlobalTrade Co.,Dallas TX,49,35.0,0.05,2023-04-09,8,13,Delivered,buyer1131@client.com,0,1629.25,5,1,0,2023,4,2,Apr,2023-04
ORD-01132,P002,Electronics,SwiftVendors,Atlanta GA,66,250.0,0.15,2024-03-20,5,13,Delayed,buyer1132@client.com,0,14025.0,8,1,0,2024,3,1,Mar,2024-03
ORD-01133,P001,Electronics,PrimeSources,New York NY,16,120.0,0.0,2023-11-06,14,21,Delivered,buyer1133@client.com,0,1920.0,7,1,0,2023,11,4,Nov,2023-11
ORD-01134,P007,Food & Bev,Apex Supplies,New York NY,100,12.0,0.15,2024-10-27,9,11,Delayed,buyer1134@client.com,0,1020.0,2,1,0,2024,10,4,Oct,2024-10
ORD-01135,P006,Home & Garden,Apex Supplies,Dallas TX,2,150.0,0.0,2023-05-05,10,18,Delayed,buyer1135@client.com,0,300.0,8,1,0,2023,5,2,May,2023-05
ORD-01136,P004,Apparel,NextGen Parts,Atlanta GA,3,55.0,0.1,2024-05-06,7,16,Delayed,buyer1136@client.com,0,148.5,9,1,0,2024,5,2,May,2024-05
ORD-01137,P010,Industrial,PrimeSources,New York NY,24,500.0,0.05,2023-11-02,12,12,Delivered,buyer1137@client.com,0,11400.0,0,0,1,2023,11,4,Nov,2023-11
ORD-01138,P009,Industrial,Apex Supplies,New York NY,24,300.0,0.05,2024-07-23,11,21,Cancelled,buyer1138@client.com,0,6840.0,10,1,0,2024,7,3,Jul,2024-07
ORD-01139,P002,Electronics,NextGen Parts,Dallas TX,67,250.0,0.1,2023-08-01,13,12,Delivered,buyer1139@client.com,0,15075.0,-1,0,1,2023,8,3,Aug,2023-08
ORD-01140,P003,Apparel,PrimeSources,Los Angeles CA,1,35.0,0.1,2023-05-06,3,3,In Transit,buyer1140@client.com,0,31.5,0,0,1,2023,5,2,May,2023-05
ORD-01141,P003,Apparel,SwiftVendors,Dallas TX,12,35.0,0.1,2023-03-28,4,10,Delivered,buyer1141@client.com,0,378.0,6,1,0,2023,3,1,Mar,2023-03
ORD-01142,P009,Industrial,Apex Supplies,Chicago IL,22,300.0,0.05,2023-11-04,3,9,Cancelled,buyer1142@client.com,0,6270.0,6,1,0,2023,11,4,Nov,2023-11
ORD-01143,P009,Industrial,NextGen Parts,New York NY,57,300.0,0.0,2024-12-12,8,14,Delivered,buyer1143@client.com,0,17100.0,6,1,0,2024,12,4,Dec,2024-12
ORD-01144,P009,Industrial,Apex Supplies,Dallas TX,27,300.0,0.15,2023-08-31,3,4,Delivered,buyer1144@client.com,0,6885.0,1,1,0,2023,8,3,Aug,2023-08
ORD-01145,P004,Apparel,NextGen Parts,Chicago IL,18,55.0,0.1,2024-08-28,8,10,Delivered,buyer1145@client.com,0,891.0,2,1,0,2024,8,3,Aug,2024-08
ORD-01146,P007,Food & Bev,SwiftVendors,Los Angeles CA,10,12.0,0.1,2024-01-26,13,13,Pending,buyer1146@client.com,0,108.0,0,0,1,2024,1,1,Jan,2024-01
ORD-01147,P005,Home & Garden,GlobalTrade Co.,Atlanta GA,87,80.0,0.05,2023-07-28,4,12,Delayed,buyer1147@client.com,0,6612.0,8,1,0,2023,7,3,Jul,2023-07
ORD-01148,P004,Apparel,NextGen Parts,Atlanta GA,92,55.0,0.0,2024-09-11,5,9,Cancelled,buyer1148@client.com,0,5060.0,4,1,0,2024,9,3,Sep,2024-09
ORD-01149,P007,Food & Bev,NextGen Parts,Chicago IL,49,12.0,0.0,2023-03-21,7,6,In Transit,buyer1149@client.com,0,588.0,-1,0,1,2023,3,1,Mar,2023-03
ORD-01150,P009,Industrial,SwiftVendors,Dallas TX,53,300.0,0.0,2024-01-07,8,18,Delivered,buyer1150@client.com,0,15900.0,10,1,0,2024,1,1,Jan,2024-01
ORD-01151,P004,Apparel,Apex Supplies,New York NY,36,55.0,0.0,2023-08-16,9,8,Cancelled,buyer1151@client.com,0,1980.0,-1,0,1,2023,8,3,Aug,2023-08
ORD-01152,P003,Apparel,SwiftVendors,Atlanta GA,68,35.0,0.15,2024-05-16,4,10,Delivered,buyer1152@client.com,0,2023.0,6,1,0,2024,5,2,May,2024-05
ORD-01153,P005,Home & Garden,NextGen Parts,Dallas TX,71,80.0,0.0,2023-02-19,5,8,Cancelled,buyer1153@client.com,0,5680.0,3,1,0,2023,2,1,Feb,2023-02
ORD-01154,P006,Home & Garden,NextGen Parts,Atlanta GA,95,150.0,0.15,2024-08-31,9,14,In Transit,buyer1154@client.com,0,12112.5,5,1,0,2024,8,3,Aug,2024-08
ORD-01155,P001,Electronics,GlobalTrade Co.,Chicago IL,88,120.0,0.1,2023-05-27,9,16,Delayed,buyer1155@client.com,0,9504.0,7,1,0,2023,5,2,May,2023-05
ORD-01156,P006,Home & Garden,NextGen Parts,New York NY,91,150.0,0.0,2024-12-24,10,10,Pending,buyer1156@client.com,0,13650.0,0,0,1,2024,12,4,Dec,2024-12
ORD-01157,P008,Food & Bev,SwiftVendors,New York NY,65,20.0,0.0,2024-06-17,14,15,Delivered,buyer1157@client.com,0,1300.0,1,1,0,2024,6,2,Jun,2024-06
ORD-01158,P002,Electronics,SwiftVendors,Dallas TX,40,250.0,0.05,2024-10-11,4,3,Delayed,buyer1158@client.com,0,9500.0,-1,0,1,2024,10,4,Oct,2024-10
ORD-01159,P002,Electronics,Apex Supplies,Dallas TX,22,250.0,0.1,2023-10-20,11,16,Cancelled,buyer1159@client.com,0,4950.0,5,1,0,2023,10,4,Oct,2023-10
ORD-01160,P007,Food & Bev,GlobalTrade Co.,New York NY,87,12.0,0.1,2024-05-24,11,19,Delayed,buyer1160@client.com,0,939.6,8,1,0,2024,5,2,May,2024-05
ORD-01161,P002,Electronics,NextGen Parts,Chicago IL,52,250.0,0.0,2023-01-08,14,18,Delayed,buyer1161@client.com,0,13000.0,4,1,0,2023,1,1,Jan,2023-01
ORD-01162,P006,Home & Garden,NextGen Parts,Atlanta GA,32,150.0,0.15,2023-02-13,12,17,Delivered,buyer1162@client.com,0,4080.0,5,1,0,2023,2,1,Feb,2023-02
ORD-01163,P009,Industrial,Apex Supplies,Los Angeles CA,29,300.0,0.0,2023-05-17,11,14,Delivered,buyer1163@client.com,0,8700.0,3,1,0,2023,5,2,May,2023-05
ORD-01164,P007,Food & Bev,Apex Supplies,Los Angeles CA,22,12.0,0.0,2024-11-26,6,12,Cancelled,buyer1164@client.com,0,264.0,6,1,0,2024,11,4,Nov,2024-11
ORD-01165,P002,Electronics,PrimeSources,Los Angeles CA,38,250.0,0.0,2023-09-29,6,4,Delayed,buyer1165@client.com,0,9500.0,-2,0,1,2023,9,3,Sep,2023-09
ORD-01166,P007,Food & Bev,NextGen Parts,Dallas TX,28,12.0,0.0,2024-04-19,12,17,Delivered,buyer1166@client.com,0,336.0,5,1,0,2024,4,2,Apr,2024-04
ORD-01167,P010,Industrial,SwiftVendors,Los Angeles CA,59,500.0,0.0,2023-04-20,3,6,Delayed,buyer1167@client.com,0,29500.0,3,1,0,2023,4,2,Apr,2023-04
ORD-01168,P006,Home & Garden,PrimeSources,New York NY,2,150.0,0.0,2023-07-22,4,10,In Transit,buyer1168@client.com,0,300.0,6,1,0,2023,7,3,Jul,2023-07
ORD-01169,P007,Food & Bev,Apex Supplies,Chicago IL,16,12.0,0.05,2024-11-03,7,8,Pending,buyer1169@client.com,0,182.4,1,1,0,2024,11,4,Nov,2024-11
