order_id,product_id,category,supplier,warehouse,quantity,unit_price,discount,order_date,promised_delivery_days,actual_delivery_days,status,contact_email
ORD-00987,P004,Apparel,NextGen Parts,Chicago IL,19,55.0,0.0,2023-09-09,11,15,In Transit,buyer987@client.com
ORD-00988,P001,Electronics,SwiftVendors,Chicago IL,60,120.0,0.1,2023-01-01,3,8,Delivered,buyer988@client.com
ORD-00989,P007,Food & Bev,GlobalTrade Co.,Atlanta GA,45,12.0,0.15,2024-06-06,7,5,Delivered,buyer989@client.com
ORD-00990,P010,Industrial,Apex Supplies,New York NY,9,500.0,0.0,2024-12-16,4,4,Delayed,buyer990@client.com
ORD-00991,P005,Home & Garden,NextGen Parts,Atlanta GA,56,80.0,0.0,2023-11-22,13,16,Delayed,buyer991@client.com
ORD-00992,P008,Food & Bev,SwiftVendors,Los Angeles CA,35,20.0,0.0,2023-08-04,10,17,Delivered,
ORD-00993,P003,Apparel,NextGen Parts,New York NY,83,35.0,0.0,2023-01-05,3,11,Delivered,buyer993@client.com
ORD-00994,P008,Food & Bev,NextGen Parts,Dallas TX,98,20.0,0.05,2024-10-26,13,12,In Transit,
ORD-00995,P008,Food & Bev,SwiftVendors,New York NY,87,20.0,0.0,2024-09-07,8,12,Delivered,buyer995@client.com
ORD-00996,P001,Electronics,SwiftVendors,Chicago IL,16,120.0,0.05,2024-03-31,3,4,Delayed,
ORD-00997,P005,Home & Garden,SwiftVendors,Chicago IL,88,80.0,0.15,2023-04-03,12,20,Delivered,buyer997@client.com
ORD-00998,P004,Apparel,SwiftVendors,Dallas TX,30,55.0,0.05,2023-10-15,10,19,Delayed,buyer998@client.com
ORD-00999,P001,Electronics,PrimeSources,Dallas TX,26,120.0,0.15,2023-10-12,12,18,Pending,buyer999@client.com
ORD-01000,P004,Apparel,NextGen Parts,Atlanta GA,85,55.0,0.15,2024-08-01,5,4,In Transit,buyer1000@client.com
ORD-01001,P002,Electronics,NextGen Parts,Chicago IL,17,250.0,0.0,2024-06-19,14,24,Delivered,buyer1001@client.com
ORD-01002,P001,Electronics,NextGen Parts,Atlanta GA,89,120.0,0.15,2023-09-16,13,19,Pending,
ORD-01003,P007,Food & Bev,Apex Supplies,Los Angeles CA,83,12.0,0.15,2024-03-18,9,11,Delivered,buyer1003@client.com
ORD-01004,P008,Food & Bev,NextGen Parts,Dallas TX,64,20.0,0.0,2023-08-18,3,5,Pending,buyer1004@client.com
ORD-01005,P006,Home & Garden,GlobalTrade Co.,Los Angeles CA,1,150.0,0.05,2023-03-25,12,22,Delivered,buyer1005@client.com
ORD-01006,P004,Apparel,Apex Supplies,Chicago IL,89,55.0,0.05,2023-07-21,5,8,Delivered,buyer1006@client.com
ORD-01007,P002,Electronics,PrimeSources,Dallas TX,4,250.0,0.05,2024-08-29,13,16,Cancelled,buyer1007@client.com
ORD-01008,P002,Electronics,SwiftVendors,Dallas TX,61,250.0,0.0,2023-12-08,11,21,Delivered,buyer1008@client.com
ORD-01009,P010,Industrial,Apex Supplies,New York NY,80,500.0,0.05,2024-08-15,4,3,Delivered,buyer1009@client.com
ORD-01010,P007,Food & Bev,Apex Supplies,Chicago IL,41,12.0,0.15,2023-03-05,10,8,Delivered,buyer1010@client.com
ORD-01011,P007,Food & Bev,Apex Supplies,Atlanta GA,9,12.0,0.0,2023-02-23,7,11,Pending,buyer1011@client.com
ORD-01012,P007,Food & Bev,NextGen Parts,Dallas TX,30,12.0,0.1,2024-04-09,9,14,Cancelled,buyer1012@client.com
ORD-01013,P010,Industrial,SwiftVendors,Dallas TX,80,500.0,0.0,2024-04-09,11,14,In Transit,buyer1013@client.com
ORD-01014,P002,Electronics,Apex Supplies,Atlanta GA,2,250.0,0.1,2023-07-18,12,12,Delayed,buyer1014@client.com
ORD-01015,P006,Home & Garden,NextGen Parts,New York NY,54,150.0,0.05,2023-07-10,6,6,Cancelled,
ORD-01016,P003,Apparel,PrimeSources,Atlanta GA,40,35.0,0.1,2024-10-29,8,10,In Transit,buyer1016@client.com
ORD-01017,P003,Apparel,SwiftVendors,Atlanta GA,19,35.0,0.05,2023-12-18,7,10,Delivered,buyer1017@client.com
ORD-01018,P003,Apparel,NextGen Parts,Atlanta GA,8,35.0,0.0,2023-02-25,9,12,Delivered,buyer1018@client.com
ORD-01019,P004,Apparel,GlobalTrade Co.,New York NY,9,55.0,0.0,2024-12-12,14,19,In Transit,buyer1019@client.com
ORD-01020,P010,Industrial,NextGen Parts,Los Angeles CA,73,500.0,0.0,2024-03-04,8,8,Delivered,buyer1020@client.com
ORD-01021,P001,Electronics,Apex Supplies,Chicago IL,64,120.0,0.0,2024-12-10,6,11,In Transit,buyer1021@client.com
ORD-01022,P008,Food & Bev,PrimeSources,Chicago IL,95,20.0,0.0,2024-02-14,5,3,Delivered,
ORD-01023,P006,Home & Garden,Apex Supplies,Chicago IL,4,150.0,0.1,2023-10-25,10,11,Delayed,buyer1023@client.com
ORD-01024,P006,Home & Garden,GlobalTrade Co.,Chicago IL,6,150.0,0.0,2023-10-18,5,6,Delivered,buyer1024@client.com
ORD-01025,P006,Home & Garden,GlobalTrade Co.,Chicago IL,71,150.0,0.0,2023-01-23,5,7,Delivered,
ORD-01026,P003,Apparel,Apex Supplies,Los Angeles CA,49,35.0,0.15,2023-08-04,7,12,Delivered,buyer1026@client.com
ORD-01027,P006,Home & Garden,NextGen Parts,Atlanta GA,85,150.0,0.0,2024-03-20,14,13,Delivered,buyer1027@client.com
ORD-01028,P003,Apparel,NextGen Parts,New York NY,25,35.0,0.0,2024-12-12,8,11,In Transit,buyer1028@client.com
ORD-01029,P004,Apparel,NextGen Parts,Chicago IL,6,55.0,0.1,2024-07-02,7,17,Delivered,buyer1029@client.com
ORD-01030,P001,Electronics,GlobalTrade Co.,Atlanta GA,81,120.0,0.0,2024-08-21,10,11,Delayed,buyer1030@client.com
ORD-01031,P008,Food & Bev,Apex Supplies,Chicago IL,85,20.0,0.1,2024-06-04,9,19,Delayed,buyer1031@client.com
ORD-01032,P006,Home & Garden,PrimeSources,Chicago IL,64,150.0,0.1,2023-11-26,14,17,In Transit,buyer1032@client.com
ORD-01033,P008,Food & Bev,NextGen Parts,New York NY,61,20.0,0.0,2024-10-15,12,20,Delivered,buyer1033@client.com
ORD-01034,P004,Apparel,PrimeSources,Chicago IL,58,55.0,0.0,2023-11-10,9,13,In Transit,buyer1034@client.com
ORD-01035,P006,Home & Garden,Apex Supplies,Chicago IL,33,150.0,0.1,2023-03-28,7,12,In Transit,buyer1035@client.com
ORD-01036,P010,Industrial,NextGen Parts,Atlanta GA,6,500.0,0.05,2023-12-11,9,14,Pending,buyer1036@client.com
ORD-01037,P006,Home & Garden,SwiftVendors,New York NY,64,150.0,0.0,2023-01-26,5,10,Delivered,buyer1037@client.com
ORD-01038,P002,Electronics,SwiftVendors,Atlanta GA,46,250.0,0.0,2024-06-09,11,19,Delivered,buyer1038@client.com
ORD-01039,P004,Apparel,Apex Supplies,Los Angeles CA,13,55.0,0.0,2023-02-09,11,12,Delivered,buyer1039@client.com
ORD-01040,P006,Home & Garden,SwiftVendors,Chicago IL,33,150.0,0.0,2024-12-23,12,12,Cancelled,buyer1040@client.com
ORD-01041,P009,Industrial,SwiftVendors,Los Angeles CA,34,300.0,0.0,2023-12-21,9,13,Cancelled,buyer1041@client.com
ORD-01042,P001,Electronics,NextGen Parts,Chicago IL,61,120.0,0.15,2024-02-12,6,7,Delayed,buyer1042@client.com
ORD-01043,P008,Food & Bev,NextGen Parts,Atlanta GA,30,20.0,0.1,2024-04-24,14,19,Delivered,buyer1043@client.com
ORD-01044,P006,Home & Garden,PrimeSources,Chicago IL,25,150.0,0.05,2024-03-25,10,16,Delivered,buyer1044@client.com
ORD-01045,P010,Industrial,Apex Supplies,New York NY,17,500.0,0.0,2024-11-05,8,11,Delivered,buyer1045@client.com
ORD-01046,P007,Food & Bev,NextGen Parts,Los Angeles CA,98,12.0,0.15,2023-11-30,12,10,In Transit,buyer1046@client.com
ORD-01047,P003,Apparel,NextGen Parts,Atlanta GA,20,35.0,0.0,2024-09-14,12,16,Pending,buyer1047@client.com
ORD-01048,P007,Food & Bev,PrimeSources,Chicago IL,9,12.0,0.1,2024-05-01,4,7,In Transit,buyer1048@client.com
ORD-01049,P005,Home & Garden,Apex Supplies,Atlanta GA,12,80.0,0.0,2023-07-01,3,12,In Transit,buyer1049@client.com
ORD-01050,P003,Apparel,PrimeSources,Los Angeles CA,26,35.0,0.0,2023-07-30,6,8,Delayed,buyer1050@client.com
ORD-01051,P008,Food & Bev,NextGen Parts,Dallas TX,8,20.0,0.0,2023-06-25,8,12,Pending,buyer1051@client.com
ORD-01052,P002,Electronics,PrimeSources,New York NY,17,250.0,0.1,2023-03-12,9,10,Delivered,buyer1052@client.com
ORD-01053,P005,Home & Garden,PrimeSources,Chicago IL,56,80.0,0.15,2024-09-10,12,14,In Transit,buyer1053@client.com
ORD-01054,P008,Food & Bev,Apex Supplies,Chicago IL,36,20.0,0.0,2024-04-01,4,8,In Transit,buyer1054@client.com
ORD-01055,P009,Industrial,PrimeSources,New York NY,43,300.0,0.1,2024-04-18,12,10,Delayed,buyer1055@client.com
ORD-01056,P008,Food & Bev,SwiftVendors,New York NY,45,20.0,0.15,2024-09-19,5,9,Delivered,buyer1056@client.com
ORD-01057,P010,Industrial,PrimeSources,New York NY,94,500.0,0.05,2024-11-05,5,14,In Transit,buyer1057@client.com
ORD-01058,P001,Electronics,SwiftVendors,Atlanta GA,31,120.0,0.0,2023-10-26,13,12,Delayed,buyer1058@client.com
ORD-01059,P004,Apparel,NextGen Parts,Dallas TX,64,55.0,0.05,2024-01-13,4,14,Delivered,buyer1059@client.com
ORD-01060,P006,Home & Garden,GlobalTrade Co.,Los Angeles CA,53,150.0,0.05,2023-08-01,11,9,Pending,
ORD-01061,P008,Food & Bev,PrimeSources,Chicago IL,49,20.0,0.0,2024-02-11,3,1,Delivered,buyer1061@client.com
ORD-01062,P003,Apparel,PrimeSources,New York NY,42,35.0,0.15,2024-04-17,4,3,In Transit,buyer1062@client.com
ORD-01063,P008,Food & Bev,SwiftVendors,Chicago IL,18,20.0,0.05,2023-06-24,3,10,Delivered,buyer1063@client.com
ORD-01064,P002,Electronics,PrimeSources,Chicago IL,69,250.0,0.15,2023-03-21,13,23,Delivered,buyer1064@client.com
ORD-01065,P003,Apparel,GlobalTrade Co.,Chicago IL,57,35.0,0.0,2023-02-05,13,19,Delivered,buyer1065@client.com
ORD-01066,P001,Electronics,Apex Supplies,New York NY,82,120.0,0.1,2024-12-07,7,12,Delivered,buyer1066@client.com
ORD-01067,P001,Electronics,GlobalTrade Co.,Chicago IL,99,120.0,0.05,2024-01-19,6,7,Delivered,
ORD-01068,P001,Electronics,GlobalTrade Co.,Dallas TX,2,120.0,0.0,2023-08-14,4,14,Cancelled,buyer1068@client.com
ORD-01069,P003,Apparel,Apex Supplies,New York NY,93,35.0,0.0,2024-06-08,4,7,Delivered,buyer1069@client.com
ORD-01070,P004,Apparel,NextGen Parts,New York NY,80,55.0,0.0,2024-03-14,4,5,Delivered,buyer1070@client.com
ORD-01071,P006,Home & Garden,PrimeSources,Los Angeles CA,23,150.0,0.0,2023-01-13,9,10,Pending,buyer1071@client.com
ORD-01072,P005,Home & Garden,SwiftVendors,Dallas TX,84,80.0,0.1,2023-03-10,6,10,Delivered,buyer1072@client.com
ORD-01073,P008,Food & Bev,NextGen Parts,Atlanta GA,14,20.0,0.15,2023-06-25,7,6,In Transit,buyer1073@client.com
ORD-01074,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,87,12.0,0.15,2023-06-29,13,23,Delayed,buyer1074@client.com
ORD-01075,P008,Food & Bev,Apex Supplies,Atlanta GA,9,20.0,0.0,2024-08-22,10,14,In Transit,buyer1075@client.com
ORD-01076,P004,Apparel,Apex Supplies,Chicago IL,65,55.0,0.1,2023-01-22,12,22,Delivered,buyer1076@client.com
ORD-01077,P007,Food & Bev,NextGen Parts,Dallas TX,97,12.0,0.0,2023-03-03,5,8,Pending,buyer1077@client.com
ORD-01078,P003,Apparel,Apex Supplies,Chicago IL,49,35.0,0.0,2024-09-04,10,19,Delivered,buyer1078@client.com
ORD-01079,P006,Home & Garden,NextGen Parts,New York NY,83,150.0,0.0,2024-10-25,7,17,Delivered,buyer1079@client.com
ORD-01080,P006,Home & Garden,GlobalTrade Co.,Atlanta GA,44,150.0,0.0,2023-02-25,13,14,Cancelled,buyer1080@client.com
ORD-01081,P004,Apparel,NextGen Parts,Los Angeles CA,78,55.0,0.05,2023-07-07,10,18,Delivered,buyer1081@client.com
ORD-01082,P008,Food & Bev,Apex Supplies,Chicago IL,9,20.0,0.0,2023-07-29,5,4,Delivered,buyer1082@client.com
ORD-01083,P004,Apparel,Apex Supplies,New York NY,31,55.0,0.1,2024-04-23,7,7,Delayed,buyer1083@client.com
ORD-01084,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,23,12.0,0.1,2023-10-20,12,17,Delayed,buyer1084@client.com
ORD-01085,P008,Food & Bev,PrimeSources,New York NY,11,20.0,0.0,2023-06-21,10,15,Pending,buyer1085@client.com
ORD-01086,P007,Food & Bev,PrimeSources,Dallas TX,98,12.0,0.0,2024-01-26,9,8,Cancelled,buyer1086@client.com
ORD-01087,P005,Home & Garden,GlobalTrade Co.,Atlanta GA,77,80.0,0.1,2023-06-29,7,11,Pending,buyer1087@client.com
ORD-01088,P005,Home & Garden,NextGen Parts,New York NY,49,80.0,0.1,2023-03-15,8,8,Delayed,buyer1088@client.com
ORD-01089,P003,Apparel,Apex Supplies,Atlanta GA,25,35.0,0.0,2024-01-19,10,14,Pending,buyer1089@client.com
ORD-01090,P006,Home & Garden,SwiftVendors,Atlanta GA,50,150.0,0.05,2023-03-14,9,7,Delivered,buyer1090@client.com
ORD-01091,P010,Industrial,PrimeSources,Los Angeles CA,21,500.0,0.0,2023-12-23,11,20,Pending,buyer1091@client.com
ORD-01092,P006,Home & Garden,PrimeSources,New York NY,90,150.0,0.0,2023-09-10,6,11,Delivered,buyer1092@client.com
ORD-01093,P006,Home & Garden,Apex Supplies,Chicago IL,81,150.0,0.15,2023-09-25,12,17,Delayed,buyer1093@client.com
ORD-01094,P004,Apparel,GlobalTrade Co.,Dallas TX,78,55.0,0.1,2023-04-30,4,12,Delayed,buyer1094@client.com
ORD-01095,P007,Food & Bev,Apex Supplies,Atlanta GA,91,12.0,0.1,2023-07-13,9,9,Cancelled,buyer1095@client.com
ORD-01096,P005,Home & Garden,PrimeSources,Atlanta GA,65,80.0,0.1,2023-11-12,14,18,Cancelled,buyer1096@client.com
ORD-01097,P002,Electronics,NextGen Parts,Los Angeles CA,14,250.0,0.15,2023-05-27,7,16,Delivered,buyer1097@client.com
ORD-01098,P007,Food & Bev,Apex Supplies,Chicago IL,90,12.0,0.0,2024-05-18,3,2,Delivered,buyer1098@client.com
ORD-01099,P007,Food & Bev,SwiftVendors,New York NY,68,12.0,0.05,2023-06-24,5,8,Delivered,buyer1099@client.com
ORD-01100,P004,Apparel,NextGen Parts,Dallas TX,63,55.0,0.0,2024-04-06,12,13,Delivered,buyer1100@client.com
ORD-01101,P003,Apparel,SwiftVendors,New York NY,98,35.0,0.0,2024-03-27,13,20,Delivered,buyer1101@client.com
ORD-01102,P003,Apparel,Apex Supplies,New York NY,11,35.0,0.0,2023-05-08,7,6,Delivered,
ORD-01103,P004,Apparel,Apex Supplies,Dallas TX,62,55.0,0.05,2023-03-04,7,17,Delivered,buyer1103@client.com
ORD-01104,P001,Electronics,NextGen Parts,Dallas TX,13,120.0,0.0,2024-01-20,12,18,Cancelled,buyer1104@client.com
ORD-01105,P008,Food & Bev,NextGen Parts,New York NY,61,20.0,0.0,2023-12-11,8,16,Delivered,buyer1105@client.com
ORD-01106,P004,Apparel,PrimeSources,New York NY,47,55.0,0.15,2024-09-17,3,6,Cancelled,buyer1106@client.com
ORD-01107,P002,Electronics,PrimeSources,Chicago IL,1,250.0,0.05,2023-01-27,12,11,Cancelled,buyer1107@client.com
ORD-01108,P004,Apparel,NextGen Parts,New York NY,48,55.0,0.05,2024-06-11,9,17,Delivered,
ORD-01109,P006,Home & Garden,SwiftVendors,Dallas TX,3,150.0,0.15,2023-11-30,13,18,Delivered,buyer1109@client.com
ORD-01110,P007,Food & Bev,Apex Supplies,Los Angeles CA,95,12.0,0.1,2024-03-14,10,18,Cancelled,buyer1110@client.com
ORD-01111,P002,Electronics,SwiftVendors,Atlanta GA,94,250.0,0.05,2023-07-19,14,14,Cancelled,buyer1111@client.com
ORD-01112,P010,Industrial,Apex Supplies,Chicago IL,92,500.0,0.1,2024-05-24,4,6,Cancelled,buyer1112@client.com
ORD-01113,P009,Industrial,PrimeSources,Dallas TX,60,300.0,0.0,2024-05-08,13,19,Delivered,buyer1113@client.com
ORD-01114,P003,Apparel,Apex Supplies,Dallas TX,97,35.0,0.15,2024-03-21,14,12,Delivered,buyer1114@client.com
ORD-01115,P006,Home & Garden,GlobalTrade Co.,Los Angeles CA,50,150.0,0.0,2024-11-12,10,18,Delivered,buyer1115@client.com
ORD-01116,P009,Industrial,PrimeSources,Dallas TX,82,300.0,0.15,2024-12-09,8,9,In Transit,buyer1116@client.com
ORD-01117,P010,Industrial,SwiftVendors,New York NY,9,500.0,0.15,2024-01-26,13,21,Cancelled,buyer1117@client.com
ORD-01118,P007,Food & Bev,SwiftVendors,Dallas TX,30,12.0,0.0,2023-10-25,4,3,Delivered,buyer1118@client.com
ORD-01119,P010,Industrial,Apex Supplies,Atlanta GA,25,500.0,0.15,2024-01-12,5,8,Pending,buyer1119@client.com
ORD-01120,P001,Electronics,NextGen Parts,Atlanta GA,40,120.0,0.0,2023-07-14,9,13,Delivered,buyer1120@client.com
ORD-01121,P003,Apparel,NextGen Parts,Atlanta GA,67,35.0,0.15,2023-08-16,4,8,Delivered,buyer1121@client.com
ORD-01122,P008,Food & Bev,SwiftVendors,Chicago IL,41,20.0,0.0,2024-05-26,13,18,Delivered,buyer1122@client.com
ORD-01123,P003,Apparel,Apex Supplies,Atlanta GA,96,35.0,0.15,2023-11-24,7,13,Delayed,buyer1123@client.com
ORD-01124,P010,Industrial,GlobalTrade Co.,New York NY,62,500.0,0.15,2023-10-26,14,18,Delivered,buyer1124@client.com
ORD-01125,P006,Home & Garden,GlobalTrade Co.,Chicago IL,20,150.0,0.15,2024-12-18,14,12,Cancelled,buyer1125@client.com
ORD-01126,P008,Food & Bev,SwiftVendors,Chicago IL,94,20.0,0.05,2023-01-23,11,15,Delivered,buyer1126@client.com
ORD-01127,P008,Food & Bev,PrimeSources,Dallas TX,45,20.0,0.05,2024-06-24,14,16,Delivered,buyer1127@client.com
ORD-01128,P004,Apparel,PrimeSources,Dallas TX,90,55.0,0.1,2023-05-15,8,18,Cancelled,buyer1128@client.com
ORD-01129,P001,Electronics,PrimeSources,Chicago IL,91,120.0,0.0,2024-08-14,5,10,Delayed,buyer1129@client.com
ORD-01130,P003,Apparel,GlobalTrade Co.,Dallas TX,27,35.0,0.0,2024-01-06,14,21,Delivered,buyer1130@client.com
ORD-01131,P003,Apparel,GlobalTrade Co.,Dallas TX,49,35.0,0.05,2023-04-09,8,13,Delivered,buyer1131@client.com
ORD-01132,P002,Electronics,SwiftVendors,Atlanta GA,66,250.0,0.15,2024-03-20,5,13,Delayed,buyer1132@client.com
ORD-01133,P001,Electronics,PrimeSources,New York NY,16,120.0,0.0,2023-11-06,14,21,Delivered,buyer1133@client.com
ORD-01134,P007,Food & Bev,Apex Supplies,New York NY,100,12.0,0.15,2024-10-27,9,11,Delayed,buyer1134@client.com
ORD-01135,P006,Home & Garden,Apex Supplies,Dallas TX,2,150.0,0.0,2023-05-05,10,18,Delayed,buyer1135@client.com
ORD-01136,P004,Apparel,NextGen Parts,Atlanta GA,3,55.0,0.1,2024-05-06,7,16,Delayed,buyer1136@client.com
ORD-01137,P010,Industrial,PrimeSources,New York NY,24,500.0,0.05,2023-11-02,12,12,Delivered,buyer1137@client.com
ORD-01138,P009,Industrial,Apex Supplies,New York NY,24,300.0,0.05,2024-07-23,11,21,Cancelled,buyer1138@client.com
ORD-01139,P002,Electronics,NextGen Parts,Dallas TX,67,250.0,0.1,2023-08-01,13,12,Delivered,buyer1139@client.com
ORD-01140,P003,Apparel,PrimeSources,Los Angeles CA,1,35.0,0.1,2023-05-06,3,3,In Transit,buyer1140@client.com
ORD-01141,P003,Apparel,SwiftVendors,Dallas TX,12,35.0,0.1,2023-03-28,4,10,Delivered,buyer1141@client.com
ORD-01142,P009,Industrial,Apex Supplies,Chicago IL,22,300.0,0.05,2023-11-04,3,9,Cancelled,buyer1142@client.com
ORD-01143,P009,Industrial,NextGen Parts,New York NY,57,300.0,0.0,2024-12-12,8,14,Delivered,buyer1143@client.com
ORD-01144,P009,Industrial,Apex Supplies,Dallas TX,27,300.0,0.15,2023-08-31,3,4,Delivered,buyer1144@client.com
ORD-01145,P004,Apparel,NextGen Parts,Chicago IL,18,55.0,0.1,2024-08-28,8,10,Delivered,buyer1145@client.com
ORD-01146,P007,Food & Bev,SwiftVendors,Los Angeles CA,10,12.0,0.1,2024-01-26,13,13,Pending,buyer1146@client.com
ORD-01147,P005,Home & Garden,GlobalTrade Co.,Atlanta GA,87,80.0,0.05,2023-07-28,4,12,Delayed,buyer1147@client.com
ORD-01148,P004,Apparel,NextGen Parts,Atlanta GA,92,55.0,0.0,2024-09-11,5,9,Cancelled,buyer1148@client.com
ORD-01149,P007,Food & Bev,NextGen Parts,Chicago IL,49,12.0,0.0,2023-03-21,7,6,In Transit,buyer1149@client.com
ORD-01150,P009,Industrial,SwiftVendors,Dallas TX,53,300.0,0.0,2024-01-07,8,18,Delivered,buyer1150@client.com
ORD-01151,P004,Apparel,Apex Supplies,New York NY,36,55.0,0.0,2023-08-16,9,8,Cancelled,buyer1151@client.com
ORD-01152,P003,Apparel,SwiftVendors,Atlanta GA,68,35.0,0.15,2024-05-16,4,10,Delivered,buyer1152@client.com
ORD-01153,P005,Home & Garden,NextGen Parts,Dallas TX,71,80.0,0.0,2023-02-19,5,8,Cancelled,buyer1153@client.com
ORD-01154,P006,Home & Garden,NextGen Parts,Atlanta GA,95,150.0,0.15,2024-08-31,9,14,In Transit,buyer1154@client.com
ORD-01155,P001,Electronics,GlobalTrade Co.,Chicago IL,88,120.0,0.1,2023-05-27,9,16,Delayed,buyer1155@client.com
ORD-01156,P006,Home & Garden,NextGen Parts,New York NY,91,150.0,0.0,2024-12-24,10,10,Pending,buyer1156@client.com
ORD-01157,P008,Food & Bev,SwiftVendors,New York NY,65,20.0,0.0,2024-06-17,14,15,Delivered,buyer1157@client.com
ORD-01158,P002,Electronics,SwiftVendors,Dallas TX,40,250.0,0.05,2024-10-11,4,3,Delayed,buyer1158@client.com
ORD-01159,P002,Electronics,Apex Supplies,Dallas TX,22,250.0,0.1,2023-10-20,11,16,Cancelled,buyer1159@client.com
ORD-01160,P007,Food & Bev,GlobalTrade Co.,New York NY,87,12.0,0.1,2024-05-24,11,19,Delayed,buyer1160@client.com
ORD-01161,P002,Electronics,NextGen Parts,Chicago IL,52,250.0,0.0,2023-01-08,14,18,Delayed,buyer1161@client.com
ORD-01162,P006,Home & Garden,NextGen Parts,Atlanta GA,32,150.0,0.15,2023-02-13,12,17,Delivered,buyer1162@client.com
ORD-01163,P009,Industrial,Apex Supplies,Los Angeles CA,29,300.0,0.0,2023-05-17,11,14,Delivered,buyer1163@client.com
ORD-01164,P007,Food & Bev,Apex Supplies,Los Angeles CA,22,12.0,0.0,2024-11-26,6,12,Cancelled,buyer1164@client.com
ORD-01165,P002,Electronics,PrimeSources,Los Angeles CA,38,250.0,0.0,2023-09-29,6,4,Delayed,buyer1165@client.com
ORD-01166,P007,Food & Bev,NextGen Parts,Dallas TX,28,12.0,0.0,2024-04-19,12,17,Delivered,buyer1166@client.com
ORD-01167,P010,Industrial,SwiftVendors,Los Angeles CA,59,500.0,0.0,2023-04-20,3,6,Delayed,buyer1167@client.com
ORD-01168,P006,Home & Garden,PrimeSources,New York NY,2,150.0,0.0,2023-07-22,4,10,In Transit,buyer1168@client.com
ORD-01169,P007,Food & Bev,Apex Supplies,Chicago IL,16,12.0,0.05,2024-11-03,7,8,Pending,buyer1169@client.com
ORD-01170,P005,Home & Garden,GlobalTrade Co.,Atlanta GA,47,80.0,0.05,2023-10-03,4,9,Delayed,buyer1170@client.com
ORD-01171,P003,Apparel,PrimeSources,Dallas TX,18,35.0,0.0,2024-01-03,14,15,Delivered,buyer1171@client.com
ORD-01172,P001,Electronics,PrimeSources,Los Angeles CA,18,120.0,0.05,2023-02-02,5,13,Delivered,buyer1172@client.com
ORD-01173,P005,Home & Garden,PrimeSources,Atlanta GA,16,80.0,0.05,2024-05-22,13,22,Delivered,buyer1173@client.com
ORD-01174,P007,Food & Bev,PrimeSources,Chicago IL,65,12.0,0.15,2023-04-23,4,14,Delivered,buyer1174@client.com
ORD-01175,P006,Home & Garden,GlobalTrade Co.,Dallas TX,65,150.0,0.0,2024-11-25,8,12,In Transit,buyer1175@client.com
ORD-01176,P007,Food & Bev,SwiftVendors,New York NY,62,12.0,0.0,2023-03-26,9,10,In Transit,buyer1176@client.com
ORD-01177,P009,Industrial,SwiftVendors,Dallas TX,24,300.0,0.0,2023-09-27,14,15,Delayed,buyer1177@client.com
ORD-01178,P004,Apparel,Apex Supplies,Atlanta GA,61,55.0,0.15,2024-09-17,5,6,Cancelled,buyer1178@client.com
ORD-01179,P003,Apparel,GlobalTrade Co.,New York NY,30,35.0,0.0,2023-02-09,7,8,Delivered,buyer1179@client.com
ORD-01180,P010,Industrial,Apex Supplies,New York NY,26,500.0,0.0,2024-02-22,11,13,Delayed,buyer1180@client.com
ORD-01181,P004,Apparel,PrimeSources,New York NY,29,55.0,0.0,2023-03-04,11,15,Delayed,buyer1181@client.com
ORD-01182,P002,Electronics,SwiftVendors,Los Angeles CA,35,250.0,0.0,2024-12-29,9,10,Delivered,buyer1182@client.com
ORD-01183,P003,Apparel,Apex Supplies,Los Angeles CA,6,35.0,0.0,2023-08-06,7,12,Delivered,buyer1183@client.com
ORD-01184,P002,Electronics,SwiftVendors,New York NY,56,250.0,0.0,2024-01-08,8,10,Delivered,buyer1184@client.com
ORD-01185,P001,Electronics,GlobalTrade Co.,Los Angeles CA,88,120.0,0.1,2024-01-05,14,24,Delivered,buyer1185@client.com
ORD-01186,P010,Industrial,SwiftVendors,Chicago IL,68,500.0,0.1,2024-10-27,7,8,In Transit,buyer1186@client.com
ORD-01187,P002,Electronics,NextGen Parts,Dallas TX,17,250.0,0.15,2023-02-12,12,20,Cancelled,buyer1187@client.com
ORD-01188,P008,Food & Bev,NextGen Parts,Atlanta GA,13,20.0,0.0,2023-12-18,7,16,Pending,buyer1188@client.com
ORD-01189,P004,Apparel,GlobalTrade Co.,Dallas TX,69,55.0,0.15,2023-05-11,6,10,In Transit,buyer1189@client.com
ORD-01190,P009,Industrial,PrimeSources,Dallas TX,45,300.0,0.0,2024-03-22,4,9,Pending,buyer1190@client.com
ORD-01191,P009,Industrial,NextGen Parts,Los Angeles CA,3,300.0,0.0,2024-12-14,5,7,Delivered,buyer1191@client.com
ORD-01192,P001,Electronics,PrimeSources,New York NY,89,120.0,0.0,2024-12-02,11,17,Delivered,buyer1192@client.com
ORD-01193,P009,Industrial,PrimeSources,New York NY,50,300.0,0.1,2024-09-13,7,8,Delivered,
ORD-01194,P010,Industrial,Apex Supplies,Atlanta GA,28,500.0,0.1,2024-04-11,11,20,Delayed,buyer1194@client.com
ORD-01195,P005,Home & Garden,SwiftVendors,Atlanta GA,29,80.0,0.0,2023-05-02,5,6,Delivered,buyer1195@client.com
